text,sentiment
Vai tomar no cu eduroam,negative
graças a deus existe esse eduroam,positive
Te odeio eduroam,negative
eduroam eu te ABOMINO,negative
gente o eduroam tá pegando no ponto de ônibus da farmácia??????,neutral
"@igdougl Vc ta usando o minhaufop ou o eduroam????? Eduroam é bem melhor, viu????",positive
Será se esqueceram de ligar o modem do eduroam hj?,negative
"Eduroam colabora comigo, pfvr",negative
eduroam anda tão lixo que nem sei,negative
eu só passo raiva com esse eduroam pqp,negative
Eduroam está especialmente ruim hoje,negative
bicho hoje eu to só a mulher mais realizada da america latina::: o eduroam voltou a funcionar pra mim 🔝🔝🔝,positive
queria que algum calouro bem do amor me ensinasse a configurar o eduroam sem precisar ir ao nti,neutral
sdds eduroam,neutral
A conexão via rede sem fio eduroam já está disponível na FAU. Leia mais: https://t.co/poubcMuWMo,neutral
@MouraBarbarah Boa tarde! Você deve usar as mesmas credenciais do SIGAA para se conectar ao eduroam :),positive
queria entender pq nunca consigo conectar meu pc no wifi do eduroam https://t.co/iQi4yhGP1d,negative
"Eu troquei de celular e esqueci como conecta na eduroam
Help",negative
graças a deus q eduroam é internacional e não vou perder o costume de wifi que não pega no meu celular mesmo em outro país,neutral
Sdds eduroam,neutral
Descobri hoje como que usa o Wi-Fi eduroam. PQP.,positive
eduroam do ponto de ônibus do ifsc salva minha vida todo final de dia amém,positive
"Alô eduroam, vamo funcionar aí pau no cu",negative
"""eduroam"" tá loco a única coisa que e duro é fazer está wi-fi pegar direito",negative
@otavionadaleto Alguém sabe como se conecta no eduroam?,neutral
@Doug_LSPS @bubiscombrubs @rfaloisio o eduroam dificilmente aparece. Aparece só 3M (q n sei senha) e ufrgs. 😢😢😢,negative
eduroam tá de sacanagem comigo hoje. Terceira vez que o wifi simplesmente para de enviar e receber dados.,negative
"Olá, UFFianos!
Dificuldades p/ se conectar ao Eduroam pelo Android? Clique nesse vídeo p/ acabar c/ sua sofrência!📱😉
https://t.co/lL99Y0Uk4r",neutral
perdi dois tweets pq fiquei sem net odeio-te eduroam,negative
@thayanebsl Aham...... o Eduroam ta funcionado mec,positive
@imnotbelle21 @caiocomJota Eduroam nao pode ser peor,neutral
"@caiocomJota eita, eduroam caiu?",neutral
Aqui não pega nem eduroam não Tamo na Unicamp mesmo não,negative
Eduroam me deixando na mão quando eu mais preciso dele urra,negative
"Nome do meu filho vai ser eduroam, que palavra bonita pqp",neutral
quem desligou eduroam?,neutral
RT @cianetha: Eduroam aqui na biblioteca do IFCH plmrrds tá pegando tão bem quanto uma lontra,negative
Eduroam aqui na biblioteca do IFCH plmrrds tá pegando tão bem quanto uma lontra,negative
Porque o eduroam não funciona :'(,negative
"Reclamar no Twitter funcionou, o eduroam conectou #blessed",positive
@jasmineeborges Bem feliz com esse fator inovador na FE chamado eduroam,positive
"RT @MarinaPinnheiro: FE conta que que ceis  fizeram pra ter eduroam, FEN/FANUT precisa urgentemente",neutral
"RT @MarinaPinnheiro: FE conta que que ceis  fizeram pra ter eduroam, FEN/FANUT precisa urgentemente",neutral
"FE conta que que ceis  fizeram pra ter eduroam, FEN/FANUT precisa urgentemente",neutral
RT @xeroquerannes: VEADOS AGORA TEM EDUROAM NA FE,positive
VEADOS AGORA TEM EDUROAM NA FE,positive
"@lui7z @amigarespira A eduroam é delicinha dentro do cemuni 3 mores, sorry",positive
eu n fui no arraia das letras porque la n pega eduroam,negative
RT @HausOfVitor: CONSEGUI CONECTAR NA REDE EDUROAM DA FACUL AMÉMMMMMMMMM SENHOR JESUS,positive
Só queria saber a senha do eduroam p colar nessa prova agr,negative
Só eu usando eduroam agora,neutral
nao acredito que eduroam nao me deixa entrar no ao3,negative
CONSEGUI CONECTAR NA REDE EDUROAM DA FACUL AMÉMMMMMMMMM SENHOR JESUS,positive
Acho que o eduroam que me odeia,negative
Oioi Barcelona uni eduroam x,neutral
Pq meu computador odeia o eduroam???,negative
Porque é que tudo o que é relacionado com serviços informáticos do ensino superior não funciona? Eduroam? Guest ULisboa? Tas aí mano?,negative
@poetesstears_ @PdroJMCruz Eduroam é aqueles Uber que te dá balinha e RedeUfsc é busão do Consórcio Fênix,positive
@PdroJMCruz Eduroam pelo menos né,neutral
eduroam tá de parabéns,positive
eduroam odeia a diaren eu acho,negative
ai meu deus mebtira q tá pegando eduroam no hu aaaa,positive
RT @gabrielguimrs: um horror chamado eduroam,negative
um horror chamado eduroam,negative
recebi um e-mail da unicamp ameaçando bloquear meu wi-fi do eduroam pq o torrent baixou drag race automaticamente no torrent socorro https://t.co/rCVbYYaS4l,negative
Tive um puta trabalho pra conseguir achar como conecta iPhone no eduroam na uff e agora tô me sentindo hacker dando de graça pra vcs https://t.co/ndqMikSFvM,neutral
PORRA TÔ MUITO FELIZ QUE CONSEGUI CONECTAR IPHONE NO EDUROAM https://t.co/jLndaeZRor,positive
"Eu uso o eduroam aqui da uff, mas as vezes ele não conecta direito e tal, tem que redefinir senha. Daí estou eu buscando o wi-fi e vejo...",negative
Alguém me ensina a acessar o Eduroam aqui dá UFSC,neutral
Eduroam n entra mais na netflix é isso mesmo?,negative
Na História e Geografia nem a eduroam funciona.,negative
@Kvalki ah entao é que nem a bosta do eduroam,negative
eduroam tá um coco,negative
e a eduroam pega melhor aqui do que na própria biblioteca 😕,neutral
"Vei, ciências sociais não tem nem Eduroam 🙄",negative
RT @gustabaco: eu odeio o eduroam,negative
eu odeio o eduroam,negative
@heyjanyne O eduroam da UFF,neutral
"Quem me dera q a eduroam funcionasse tão bem como a net da CM_Lousa
E ainda digo q não há coisa boas nesta terra",negative
sdds eduroam funcionar sdds,negative
Melhor rede Wi-Fi da UFSM: eduroam demorei mas descobri essa dádiva,positive
A eduroam voltou no melhor dia e bem na hora que precisei,positive
espero que a eduroam volte a funcionar segunda,negative
eduroam: na universidade ou no castelo mais próximo de vc,neutral
Mas quando o mundo mais precisava a eduroam desaparece,neutral
caralho minha internet ta tao fudida que vou pra ufes p ficar usando eduroam vsf,negative
n aguento mais a eduroam n conectando '--,negative
o eduroam nao ta funcionando no ca de matematica eu vo protestar na porta da reitoria porque isso eh um problema SERISSIMO,negative
Tô vindo pra faculdade mais cedo só pra usar o eduroam,positive
minha autoestima só não cai mais que a eduroam,negative
RT @choralude: eu sou meio eduroam só começo a funcionar oficialmente depois das 9h,neutral
eu sou meio eduroam só começo a funcionar oficialmente depois das 9h,neutral
alguem me passa o login do eduroam pls,neutral
@mad_goss Eduroam melhor WiFi vai dizer,neutral
"e o eduroam n ta funcionando

palhaçada",negative
"@_VitorLopez A nova é eduroam ela é a melhor, no d não tinha net antes kkk e a antiga não pegava nem a pau lá no a e no b kkkk",neutral
Eduroam realmente funciona em outras faculdades,positive
USPnet desativada na ECA. Veja como acessar a rede Eduroam: https://t.co/6U1IiNKrPv,neutral
RT @lauramenezex: eduroam cadê você princesa,neutral
RT @ipsilon_a_eme: eduroam pq vc faz isso comigo eu sempre te trato bem libera pra mim vai,neutral
eduroam cadê você princesa,neutral
RT @ipsilon_a_eme: eduroam pq vc faz isso comigo eu sempre te trato bem libera pra mim vai,neutral
queria saber o problema do eduroam com meu celular,negative
poxa eduroam estou te idolatrando varios gemidão do zap eu queria estar mandando,neutral
eduroam pq vc faz isso comigo eu sempre te trato bem libera pra mim vai,neutral
@srta_pratesss como assim tá dando pra usar Netflix pela eduroam?,neutral
todo mundo querendo assistir e eu usando a netflix com a eduroam ah muito que bem,neutral
"Pq n consigo usar meu acesso eduroam de bouas aqui na PUC, no hospital que pega sinal eduroam
É PRA FUNCIONAR EM TODOS OS LOCAIS com eduarom",negative
Não ter Eduroam em casa 😭😭😭😭😭,negative
eduroam pra que vc serve se não pega nas salas?,negative
Fico sempre feliz ao chegar em uma universidade e me conectar à #eduroam. Parabéns turma #sbpc69 #rnp #ufmg,positive
Cês tem noção q eu tô dentro de um museu e a eduroam conectou ??,positive
eduroam não está funcionando hoje e tô achando muito conveniente,negative
fb não tá funcionando pela eduroam como assim?????????,negative
"Eu acho bem interessante que a ufabc tem duas redes de internet, uma própria e uma eduroam, e nenhuma das duas funciona direito (y)",negative
@ohyeahgi  Gastei crédito comprando 4g pq o eduroam n conecta e tu n ta na PUC? Bolada,negative
eduroam tá uma merda hj,negative
"@mdemarins Olá, boa tarde!
Esse erro está acontecendo no acesso ao UFFmobile ou a rede WiFi Eduroam?",neutral
RT @Le0N4rd1: AAAAAA EDUROAM NÃO ME ATIÇA HJ,neutral
AAAAAA EDUROAM NÃO ME ATIÇA HJ,neutral
odeio a eduroam,negative
@labelidiju Como assim no CE tem eduroam gataaaaa,positive
"@gustavofalima Pois é, o problema está ocorrendo com a Eduroam. Já estamos encaminhando pro pessoal de TI. Se puder acessar pelo 3G é mais fácil",neutral
@PUCRS Dentro da rede do Eduroam não consigo acessar. Consegui acessar no meu celular pelo 3G,negative
"Mds finalmente aprendi a conectar na eduroam, minha vida mudou agora",positive
eduroam ta difícil hoje,negative
Ja to sentindo falta do eduroam,neutral
pau no cu da eduroam que bloqueou netflix e HBO go,negative
"Amanhã é dia de ficar o dia inteiro naquela faculdade, se o senhor eduroam não estiver funcionando, eu cometo uma loucura lá! N sou obrigada",neutral
O eduroam voltou a funcionar só agora faltando 30 minutos pra acabar a aula sabe?!?!?! Eu não pago minhas contas pra isso,negative
"@carlainthemoon @le_onor desculpa mas a minha net nao tem o nome ""eduroam"" pa dizeres q ela falha, levas ja um caucasian uppercut",neutral
Passo 4h por dia resolvendo problema de internet pros outros e nao consegui configurar a Eduroam no meu notebook kkkkakka rindo de nervoso,negative
"@sssaliferous WOW ISSO É ASSIM? na verdade para mim a eduroam só funcionou na universidade de Beja, e só lá fui uma vez rip",negative
"Eu antes: Gimme my nota prof d ceramica
Eu depois d descobrir q perco eduroam quando o sistema registar a licenciatura: U no wat it cool",neutral
"cada dia o sinal do eduroam tá mais forte, tá pegando aqui em casa já https://t.co/hCXFlho2S3",positive
"Quase sai da sala e fui reiniciar esse eduroam, esse caralho desse wifi só funciona quando ninguém precisa",negative
"Aquele momento que o eduroam cai bem na hora que você tá colando na última prova do semestre, se eu quase enfartei vocês não sabem",negative
meu celular decidiu que nao vai mais logar na eduroam,negative
Eduroam decidiu não funcionar pra mim hj :v,negative
Eu quando descubro que meu login do eduroam funciona na ufms tbm https://t.co/SbvEkFZFUA,positive
O melhor da UGF é o eduroam,positive
Pelo jeito impossível conectar o eduroam,negative
"RT @Sapathaii: -Vai, me xinga 
-EDUROAM ....",negative
"Mano, eduroam é horrível meu Deus",negative
"o eduroam só funciona quando eu tenho 4g, porque quando tô sem e eu preciso...",negative
esse eduroam tá de sacanagem com a minha cara,negative
"-Vai, me xinga 
-EDUROAM ....",negative
RT @pedroohfranco: disgraça de eduroam,negative
RT @pedroohfranco: disgraça de eduroam,negative
disgraça de eduroam,negative
@bangueitan Aguarde um tempinho e tente o acesso ao Eduroam novamente. 😉,neutral
"@bangueitan Olá, bom dia! 
Não conseguem acessar o Eduroam pelo computador ou pelo celular? Se for pelo celular, qual é o sistema operacional dele?",neutral
"@ufg_oficial podia ter eduroam na FEN/FANUT heim, assim só uma sugestão",neutral
@repreensivel MORTA Q O TWEET NÃO FOI E EU PERDI A FOTO KKKKKKKKKK eduroam eu te ODEIOOOOOOo,negative
@andradeaaline Ainda tem uma tal de eduroam só o aço kkk,negative
Não vai terminar de baixar nunca esse negócio na eduroam,negative
A eduroam hj tá mais devagar q eu,negative
Alguém sabe me dizer porquê a eduroam não está funcionando no meu Notebook? ;-;,negative
"Nossa, vai tomar no cu eduroam",negative
"RT @serpinha_: q o eduroam volte amanhã, amem",neutral
"q o eduroam volte amanhã, amem",neutral
Hoje o eduroam tá  mais instável  que o meu emocional,negative
consegui conectar no eduroam to mt feliz,positive
RT @bguedes11: Como eu passo raiva com esse eduroam,negative
mo iacs tb tem o wifi eduroam aeeeow,positive
"Sempre nos lembraremos de você e dos bons momentos que passamos juntos.
✝ Luto eduroam 2017-2017 ✝ https://t.co/tiCrnMp9Xv",negative
RT @bguedes11: Como eu passo raiva com esse eduroam,negative
Como eu passo raiva com esse eduroam,negative
Eduroam is so temperamental https://t.co/So359gbL9u,neutral
Honestamente a net eduroam é grande ideia,positive
Porra Eduroam pq vc não conecta?,negative
Hoje o eduroam foi a grande decepção do meu dia,negative
@alienticia eu nunca consegui entrar no eduroam eu tô no 4º semestre e só sei usar o wifi da ufrgs pois o eduroam me odeia,negative
Minha eduroam esta MORTA não quero usar 3g apenas Wi-Fi institucional tens o que é preciso pra fazer esta DESGRETA voltar https://t.co/y17HGV2Wv4,negative
meu deus a @alienticia em jataí tbm não tá entrando no eduroam A CRISE É MUNDIAL FOI UMA ERUPÇÃO SOLAR NUNCA MAIS TEREMOS WIFI,negative
Eduroam voltou a bugar no meu Windows 7,negative
"Tem eduroam na minha sala de inglês 
Obg dels eu nunca me senti tão satisfeira",positive
Onde tem wifi em Barão? (Sdds eduroam),neutral
Eu smp achei que eduroam era o wifi de algum cara chamado edu que só pegava na letras mas é um treco INTERNACIONAL,neutral
minha coluna tá acabada tá feliz @eduroam,neutral
Meu eduroam voltou!!!!! 💖🙏💖🙏,positive
Só queria que a eduroam funcionasse,negative
eduroam e ava vao tomar no cuuuuuuuuuuuuuuuuuuuuuuuuuuuu,negative
"@iduff Olá, IDUFF! Meu eduroam está dando problemas de conexão, help me!",negative
"Meu eduroam não tá funcionando, tô bem triste",negative
Devidamente conectada na Eduroam obg ufes,positive
MEU EDUROAM NÃO QUER PEGAAAAAAAR,negative
"tomara q o eduroam esteja funcionando
se nao.......",neutral
"Eduroam,eu te entendo https://t.co/JlQu4XA0AS",neutral
me ajuda eduroam,neutral
@Tomoko_kq usa a rede eduroam (não sei se tem no eco),neutral
odeio eduroam que não carrega o episódio de game of thrones teje dito,negative
Licenciatura eh tao lixo que o eduroam nem pega aqui,negative
Meu sonho é que a linda da internet denominada eduroam pegasse direito,negative
colegas de sala pir favor desconectem do eduroam pois quero usalo,negative
"RT @yyuli: obrigada por existir, eduroam https://t.co/si68crTodQ",positive
essa porra dessa internet parece a eduroam não pode nem se mexer que o sinal já cai,negative
"RT @yyuli: obrigada por existir, eduroam https://t.co/si68crTodQ",positive
"@yuripnheiro Tá explicado então, tem q trocar a cada 6 meses se n não funciona nem o eduroam nem o suap",neutral
"Não sei o que tá pior, minha internet da Net ou a Eduroam da PUCRS que andam um lixo",negative
RT @GeorgiieBoy_: Graças à eduroam agora podemos falar mal das professoras durante a aula pelos grupos no zipzop,positive
se vcs usam o eduroam pra baixar episódio na Netflix vcs usam certo,positive
RT @GeorgiieBoy_: Graças à eduroam agora podemos falar mal das professoras durante a aula pelos grupos no zipzop,positive
Graças à eduroam agora podemos falar mal das professoras durante a aula pelos grupos no zipzop,positive
esse eduroam da faculdade de tretas está ahazando,positive
via eduroam JP / #Passpoint https://t.co/LIUrF8KqXE,neutral
"@leozime Tá sim, a eduroam",neutral
"Eduroam já é ruim, daí ela bloqueia todos os sites que a gente usa normalmente, e agente fica como?",negative
"eduroam tá linda hoje, baixando meu pacote office novo &lt;3",positive
Eduroam é muito mágico.,positive
"@appelfeler Kkkkk Sorry. Não é eduroam não, eduroam só na UFF.",neutral
RT @ariehamall: A gente podia trocar o nome do temer para Eduroam. Quem sabe assim ele cai,negative
eduroam pegando duas quadras pra cima da Unicamp melhor Wi-Fi da vidaa,positive
RT @ariehamall: A gente podia trocar o nome do temer para Eduroam. Quem sabe assim ele cai,negative
RT @ariehamall: A gente podia trocar o nome do temer para Eduroam. Quem sabe assim ele cai,negative
Eu odeio o Eduroam,negative
RT @ariehamall: A gente podia trocar o nome do temer para Eduroam. Quem sabe assim ele cai,negative
A gente podia trocar o nome do temer para Eduroam. Quem sabe assim ele cai,negative
Eduroam: especialista em me fazer sentir vontade de tacar meu celular na parede,negative
"Algum amigo da usp sabe acessar a eduroam? Aqui na poli não pega o uspnet, sofudê",negative
"ESSA INTERNET TÁ UMA PORRA
ATÉ O EDUROAM É MELHOR QUE ESSA PORRA",negative
conectaderrima ao eduroam vitoria do povo de deus,neutral
suei frio mas consegui conectar o pc no eduroam aki eh hackey porra,positive
"RT @iduff: Olá, UFFianos!
Dificuldades p/ se conectar ao Eduroam pelo Iphone? Ai vai um vídeo q explica passo a passo p/ vcs! 😉
https://t.c…",neutral
@Taleessa_ tá tendo eduroam? Preciso fazer o cadastro ainda ahhshah,neutral
hj o dia vai ser bom pq o eduroam pego FINALMENTE,positive
"acho que eu finalmente consegui lidar com o eduroam
só foi necessária 1 semana de pura frustração",neutral
eduroam pq faz isso cmg,neutral
"RT @iduff: Olá, UFFianos!
Dificuldades p/ se conectar ao Eduroam pelo Iphone? Ai vai um vídeo q explica passo a passo p/ vcs! 😉
https://t.c…",neutral
esse eduroam tá uma bosta,negative
To conectada no eduroam da Ufscar e ta voando.,positive
parou de chover e a eduroam ja voltou a funcionar pela,positive
Desgraça de eduroam,negative
"boa noite minha conexão wifi eduroam (promete muito, fica enrolando e no fim não dá em nada)",negative
bendita seje a eduroam do ponto do IFSC pros que não tem crédito,negative
eu achava que essa eduroam era exclusiva da UFRGS kkkkk será que se eu for na USP pega com meu login daqui https://t.co/ljNFNvQ73E,neutral
"Olá, UFFianos!
Dificuldades p/ se conectar ao Eduroam pelo Iphone? Ai vai um vídeo q explica passo a passo p/ vcs! 😉
https://t.co/CD8FZRIqFQ",neutral
"O eduroam ta uma bosta e não funciona, repassem https://t.co/tI3SIX71Rv",negative
"Está difícil de configurar a Eduroam no notebook?
 
Você já pediu pro Breno moço da biblioteca te ajudar com o CD... https://t.co/ORy6qnW9Im",neutral
Bendita eduroam que se coge desde la EOI :D.,negative
eduroam rainha porque descobri que funciona em outras faculdades além da minha,neutral
"RT @iduff: Olá, UFFianos!
Dificuldades p/ se conectar ao Eduroam pelo Android? Clique nesse vídeo p/ acabar c/ sua sofrência!📱😉
https://t.c…",neutral
A única conexão aceitável é a eduroam. Mas não consigo acessar ela do meu computador de trabalho. Tá froids!,neutral
@chequenator eduroam lixoso,negative
"Oq me faz vir p ufes é o eduroam, amém eduroam",positive
Eduroam é tal e qual https://t.co/amqLQKv3qy,neutral
Saudades eduroam,neutral
Finalmente consegui me conectar a eduroam no pc,positive
O eduroam não conecta,negative
@DarkVegetable Deve ser mesmo global! Querem alunos mais atentos então estragam a eduroam,negative
da p jogar lol no eduroam???,neutral
"@theoaoqueque A eduroam aqui nem sequer funciona , eu pensava que era da faculdade mas secalhar é global",negative
eduroam eu te amo,positive
eduroam baixando torrent a 2mb eu nunca mais vou baixar nada la em casa vou trazer tudo aqui pra faculdade,positive
Eduroam você é PÉSSIMA,negative
Qual lugar pega melhor a eduroam?,neutral
não tava conseguindo me conectar ao eduroam já tava pistola aqui,negative
@igormentiroso Lá em casa tá sem internet fixa tem um mês aí tô vivendo de eduroam,neutral
Cacete velho como o eduroam é ruuiiimmmm,negative
Consegui trocar meu login do Eduroam de Evoraaaaaá,neutral
"Olá, UFFianos!
Dificuldades p/ se conectar ao Eduroam pelo Android? Clique nesse vídeo p/ acabar c/ sua sofrência!📱😉
https://t.co/lL99Y0Uk4r",neutral
Eduroam - Modem 56k X2,neutral
"se a ufes não tem uma taxa de evasão maior é por causa da eduroam, tirar o wifi é praticamente fechar a universidade https://t.co/WzS2uGZbZL",negative
a ufes tem alguma outra utilidade além de fornecer internet de graça? se tirarem a eduroam podem fechar as portas,negative
RT @marinss_ju: Se tirarem o eduroam eu vou ter o equivalente a 0 motivos p ir p ufes https://t.co/IDdFkzS57g,neutral
Se tirarem o eduroam eu vou ter o equivalente a 0 motivos p ir p ufes https://t.co/IDdFkzS57g,negative
Menos publicidade e facer que funcione ben o campus virtual e eduroam https://t.co/QSNnnJziDx,neutral
"RT @iduff: Olá, UFFianos! 😊
Vcs conhecem nossa rede Eduroam? Acho que esse vídeo pode ajudar um pouco! 💻📱
https://t.co/x0IyvNsBTl",neutral
@gisela_c96 Eu tenho sorte tenho net da eduroam pois ao lado tenho o ISEP hahahahaa,positive
eu sou a melhor pessoa eu loguei meu eduroam no celular da moça da limpeza aqui do dept pra ela ter wifi e mandar zap durante o expediente,positive
quase um ano de graduação e só agora descobri que é eduroam e não eurodam,neutral
"Casi se me vai o eduroam e joder, eso é un drama serio.",neutral
"@eulucioeu Boa tarde, Lucio! 
Fico super feliz que agora você tem acesso ao Eduroam! Não deixe de compartilhar com os coleguinhas! 😉",positive
EDUROAM EU TE ABOMINOOOO,negative
@iduff bicho eu odeio forte a eduroam ELA FUNCIONA QUANDO QUER,negative
@_alinfernand se deus quiser a gente arranja um login top pro eduroam,positive
Não sei se é a eduroam ou meu 4g que ta pior,negative
"RT @HenriquePedr0_: Po eduroam, desbloqueia os joguin pa nóis ae",neutral
"Po eduroam, desbloqueia os joguin pa nóis ae",neutral
"Eduroam
A internet do campus que vc pode usar sempre que conseguir",positive
A maior alegria do meu dia é quando eu consigo conectar o eduroam no pc,positive
"@iduff Acho que agora foi, acessei o link, cadastrei o usuário e a senha e foi criado um perfil “eduroam” correto ? 🙏🏾🙏🏾🙏🏾",positive
"@eulucioeu você pode usar esse link: https://t.co/UKT2zjs0ym
Lembrando que o usuário é no formato: cpf@uff.br e a senha é sua senha do IdUFF 😉",neutral
"@eulucioeu Boa tarde, Lucio!
Para se conectar ao Eduroam pelo Iphone com o IOS 9 ou superior é necessário baixar o certificado pelo navegador do cel +",neutral
"@iduff @uff_br Sdds Eduroam no HUAP, né",neutral
cumulo da paciência: atualizar joguinho usando a eduroam da UFES,negative
"@matheeus_18 @isf_uff você pode usar esse link: https://t.co/UKT2zjs0ym
Lembrando que o usuário é no formato: cpf@uff.br e a senha é sua senha do IdUFF 😉",neutral
"@matheeus_18 @isf_uff Bom dia, Matheus!
Para se conectar ao Eduroam pelo Iphone com o IOS9 ou superior é necessário baixar o certificado pelo navegador +",neutral
"RT @iduff: Olá, UFFianos! 😊
Vcs conhecem nossa rede Eduroam? Acho que esse vídeo pode ajudar um pouco! 💻📱
https://t.co/x0IyvNsBTl",neutral
@heycaks caloura ensina veterana a entrar no eduroam. amei,neutral
eduroam hoje vacilando com os universitários,negative
Bom dia!! Hoje estamos no bloco I sem internet! Apenas os mais privilegiados é que podem utilizar a eduroam!! Vamos viajar escolham !! https://t.co/24nEaQ03tT,negative
já estou na eduroam,positive
Conectei o eduroam caralho,positive
"@isf_uff Olá, bom dia!
Qual tem sido o seu problema para efetuar a conexão ao Eduroam?",negative
"@jovanes_ Olá, bom dia!
Qual tem sido o seu problema para efetuar a conexão ao Eduroam?",negative
@iduff Sdds de quando eu conseguia usar eduroam,negative
"Olá, UFFianos! 😊
Vcs conhecem nossa rede Eduroam? Acho que esse vídeo pode ajudar um pouco! 💻📱
https://t.co/x0IyvNsBTl",neutral
consegui conectar eduroam no notebook amém obg deusa,positive
Vidinha de wifi fic boa qnd poucos sabem conectar jo eduroam,neutral
Amo o combo Europa + eduroam pq vc tá andando na rua e de repente pá! Tem uma universidade/rede.,positive
"A net da faculdade hoje está uma merda, PORQUÊ @ eduroam???????",negative
tá triste o sinal do wifi eduroam aqui na minha sala,negative
quem vai ser o Reizão dos Nerds™ que me vai ajudar a perceber como é que se acede à eduroam/net da fac,neutral
"GENTE, explica pq o eduroam carrega altos vídeos no celular, mas nao consegue carregar o facebook no notebook?",negative
eu só queria que o eduroam fizesse as pazes com meu celular por favor,negative
"Eita @unesp faz esse eduroam funcionar, gata",negative
Eduroam não funcionaaaaaaaaaaaaaa,negative
RT @AfonsoPratas: Parabéns a todos os que neste ano letivo evoluíram de minedu para eduroam.,positive
Fui lá na graduação resolver essa palhaçada do eduroam onde já se viu passo o dia enfurnada nessa bosta e não tenho uma internet,negative
CONSEGUI CONECTAR NESSA PORRA DE EDUROAM AAAAAAAAAAAAA,positive
RT @AfonsoPratas: Parabéns a todos os que neste ano letivo evoluíram de minedu para eduroam.,positive
RT @AfonsoPratas: Parabéns a todos os que neste ano letivo evoluíram de minedu para eduroam.,positive
RT @AfonsoPratas: Parabéns a todos os que neste ano letivo evoluíram de minedu para eduroam.,positive
Parabéns a todos os que neste ano letivo evoluíram de minedu para eduroam.,positive
depois de muito sofrimento consegui conectar no eduroam,positive
"eduroam é mais difícil q vc, se liga",negative
Essa eduroam tá um lixooooo,negative
eduroam nao funciona eu me contento com o wifi do galpao do eau,negative
eduroam n funciona eu me contento com o galpão do eau,negative
se eu infartar hoje a culpa é do eduroam,negative
Morte ao eduroam,negative
RT @nathaliariot: Devo ser a anta das antas por não conseguir conectar eduroam no celular ☺️,negative
Devo ser a anta das antas por não conseguir conectar eduroam no celular ☺️,negative
Sacanagem demais quando eduroam não tá funcionando,negative
RT @liviascalon1: pau no cu do eduroam,negative
pau no cu do eduroam,negative
"Sdds wfu, pq quando tinha pelo menos o eduroam funcionava",negative
RT @zeviscente: como vc pronuncia eduroam?,neutral
RT @zeviscente: como vc pronuncia eduroam?,neutral
"plenamente conectada na eduroam, feliz e radiante depois de 1 dia sem wifi",positive
@flamends Depois tenta fazer o login na rede eduroam. É só usar seu login do minha ufmg + @ufmg.br e depois inserir sua senha do moodle,neutral
"@avecmonbassin @Laremss_ saudoso wfu foi desligado no presente mês para dar lugar ao queridissimo eduroam (wfu era só pra unesps, eduroam é pra várias universidades)",positive
RT @zeviscente: como vc pronuncia eduroam?,neutral
RT @zeviscente: como vc pronuncia eduroam?,neutral
mata o eduroam e devolve meu wfu,negative
RT @zeviscente: como vc pronuncia eduroam?,neutral
como vc pronuncia eduroam?,neutral
Eduroam não me decepcione,neutral
"A eduroam é uma merda, nao carrega o Twitter, nem o insta e nem o YouTube",negative
eduroam como forma de vida.,neutral
"Fim do #WFU. Alunos, já fizeram o cadastro na#Eduroam? Informamos que a partir das 18h do dia 14/09/2017 (Quinta-Feira) https://t.co/R4jeGPBd4K",neutral
"@tisdagens Olá, boa tarde!
No panic! Dê uma olhada nesse site, ele pode te ajudar com essa questão do Eduroam: https://t.co/iKNQOUYwZI 😉",neutral
@kerperner Aaiish 😁 o zame eduroam or ultrasurf,neutral
pela primeira vez tuitando por um computador conectado no eduroam,positive
RT @fabiovaz__: meu humor tá mais instável do que a utilidade do eduroam,negative
meu humor tá mais instável do que a utilidade do eduroam,negative
"@RaminelliDa Oi Bruna, bom dia! Ainda não identificamos o problema, mas já estamos verificando a situação da Eduroam.",negative
Deus me dibre depender dessa 3g de lixo ainda bem que eu temho eduroam na minha vida,positive
4º ano de UFRGS e finalmente consegui conectar a rede eduroam,positive
"essa disgraça de """"""""EDUROAM"""""""""""" nao conecta no meu computador

tragam o wfu de volta",negative
UFG vamo ligar esse eduroam!#!!!##!,negative
Pqp moleque o eduroam é muito ruimmmmmm,negative
meu deus que LIXO de eduroam,negative
@aa_complicada @souatitaa Não é verdade. A eduroam é boa 😂,positive
"Eduroam eu te amo
Muito obrigado por pegar no mundo inteiro https://t.co/E8fvBkz2WG",positive
Aposto que o inspetor max também se chateou com a eduroam na minha faculdade,negative
eduroam me odeia,negative
Deveria existir um workshop para ensinar a conectar na Eduroam @Unesp_Oficial,negative
QUE MORTE HORRÍVEL ESSE EDUROAM QUE NÃO CONECTA https://t.co/NtNfFzCIHU,negative
"Retweeted Biblioteca UCS (@BibliotecaUCS):

Saiba a diferença entre WirelessUCS, UCSVisitantes e Eduroam... https://t.co/j2165rHfPE",neutral
"RT @BibliotecaUCS: Saiba a diferença entre WirelessUCS, UCSVisitantes e Eduroam https://t.co/MPjvC04OUH https://t.co/8bWSbNs9PL",neutral
@larissaolarte eu tuitei aqui qdo vcs me falaram mas o eduroam só funcionou agora,neutral
conectaram o wifi do eduroam pra mim to mto grata nunca mais eu vo prestar atençao na aula,positive
